"serialno    ID	hypernym	GLOSS	DOMAIN	SynSize									Senses
"691	2898	ENG20-05456920-n	ENG20-05455460-n	doing as one pleases or chooses	factotum	1	way%9", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2727	2427	ENG20-03751940-n	ENG20-04387207-n	a way especially designed for a particular use	transport	1	path%2", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"634	3726	ENG20-08090487-n	ENG20-08068298-n	an established line of travel or access	factotum	3	path%3", route%1, itinerary%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"753	4263	ENG20-13000678-n	ENG20-04798369-n	space for movement	factotum	3	room%2", way%11, elbow room%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"114	1435	ENG20-01711638-n	ENG20-01252326-n	the fleshy red crest on the head of the domestic fowl and other gallinaceous birds	anatomy	3	comb%2", cockscomb%4, coxcomb%3, ,,,,,,,,,,,,,,,,,,,,,,,,,
"129	1193	ENG20-01252326-n	ENG20-05156310-n	a showy growth of e.g. feathers or skin on the head of a bird or other animal	anatomy	1	crest%5", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"897	3053	ENG20-05993259-n	ENG20-04842376-n	a blank area	factotum	3	space%6", blank space%1, place%16, ,,,,,,,,,,,,,,,,,,,,,,,,,
"820	3814	ENG20-08791651-n	ENG20-13122081-n	an open or empty space in or between things	factotum	2	opening%1", gap%2, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"592	2918	ENG20-05484620-n	ENG20-05483522-n	a small part of something intended as representative of the whole	factotum	1	sample%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"854	424	ENG20-00392523-n	ENG20-00389883-n	a customary way of operation or behavior	factotum	2	practice%1", pattern%2, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"170	2220	ENG20-03063796-n	ENG20-03054637-n	a decorative or artistic work	art	3	design%4", pattern%3, figure%12, ,,,,,,,,,,,,,,,,,,,,,,,,,
"2809	1923	ENG20-02422955-n	ENG20-01396654-n	any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills	zoology	1	fish%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2650	4684	ENG20-14407111-n	ENG20-14405616-n	a time interval during which there is a temporary cessation of something	time_period	5	pause%1", intermission%2, break%7, interruption%3, suspension%2, ,,,,,,,,,,,,,,,,,,,,,,,
"1111	3172	ENG20-06726323-n	ENG20-06719083-n	an authoritative direction or instruction to do something	factotum	4	command%1", bid%1, bidding%1, dictation%1, ,,,,,,,,,,,,,,,,,,,,,,,,
"186	4011	ENG20-09740423-n	ENG20-09011297-n	an entertainer who performs a dramatic or musical work for an audience	art	2	performer%1", performing artist%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1983	4028	ENG20-09854198-n	ENG20-00006026-n	a person who rules or commands	history	2	ruler%2", swayer%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"853	3360	ENG20-07059130-n	ENG20-07058289-n	an almost pleasurable sensation of fright	factotum	7	frisson%1", shiver%2, chill%2, quiver%1, shudder%1, thrill%2, tingle%1, ,,,,,,,,,,,,,,,,,,,,,
"6	2661	ENG20-04721451-n	ENG20-04720988-n	a characteristic sound	acoustics	1	ring%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"859	4336	ENG20-13113677-n	ENG20-13079662-n	a shape that is small and round	factotum	3	drop%2", bead%2, pearl%3, ,,,,,,,,,,,,,,,,,,,,,,,,,
"284	2060	ENG20-02620160-n	ENG20-02587422-n	an addition that extends a main building	building_industry	4	annex%1", annexe%1, extension%12, wing%9, ,,,,,,,,,,,,,,,,,,,,,,,,
"1888	3399	ENG20-07159171-n	ENG20-07152902-n	made from or based on a mixture of flour and sugar and eggs	gastronomy	1	cake%3", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2554	3310	ENG20-06995452-n	ENG20-06992125-n	a formal event performed on a special occasion	sociology	4	ceremony%1", ceremonial%1, ceremonial occasion%1, observance%2, ,,,,,,,,,,,,,,,,,,,,,,,,
"2164	920	ENG20-00967864-n	ENG20-00389883-n	the proper or conventional behavior on some solemn occasion	military	1	ceremony%3", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2508	3773	ENG20-08611989-n	ENG20-00021213-n	motivation based on ideas of right and wrong	religion	4	ethical motive%1", ethics%1, morals%1, morality%2, ,,,,,,,,,,,,,,,,,,,,,,,,
"2261	4021	ENG20-09787690-n	ENG20-09788002-n	the officer who presides at the meetings of an organization	person	5	president%4", chairman%1, chairwoman%1, chair%3, chairperson%1, ,,,,,,,,,,,,,,,,,,,,,,,
"10	4019	ENG20-09787431-n	ENG20-09329205-n	an executive officer of a firm or corporation	administration	1	president%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2250	4018	ENG20-09786238-n	ENG20-09510282-n	the chief executive of a republic	person	1	president%3", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1901	3774	ENG20-08641665-n	ENG20-08797461-n	the bottom or lowest part	geography	1	base%6", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1937	3775	ENG20-08644031-n	ENG20-08779367-n	a depression forming the ground under a body of water	geology	2	bed%3", bottom%5, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1947	3793	ENG20-08703499-n	ENG20-08856787-n	the bottom surface of any a cave or lake etc.	geology	1	floor%5", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85	3672	ENG20-07993948-n	ENG20-07994105-n	(anatomy) the part of an organ nearest its point of attachment	anatomy	1	base%7", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1932	3886	ENG20-09075624-n	ENG20-09014255-n	a native or inhabitant of Europe	geography	1	European%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2510	3885	ENG20-09071304-n	ENG20-00006026-n	a person belonging to the worldwide group claiming descent from Jacob (or converted to it) and connected by cultural or religious ties	religion	3	Jew%1", Hebrew%2, Israelite%2, ,,,,,,,,,,,,,,,,,,,,,,,,,
"313	2356	ENG20-03548760-n	ENG20-03243815-n	floor consisting of open space at the top of a house just below roof; often used for storage	building_industry	3	loft%2", attic%1, garret%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"323	2472	ENG20-03950188-n	ENG20-03862579-n	a protective covering that covers or forms the top of a building	building_industry	1	roof%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852	2213	ENG20-03037421-n	ENG20-03726857-n	a soft bag filled with air or a mass of padding such as feathers or foam rubber etc.	furniture	1	cushion%2", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"314	2317	ENG20-03410891-n	ENG20-03415644-n	inexpensive supervised lodging (especially for youths on bicycling trips)	building_industry	3	hostel%2", youth hostel%1, student lodging%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"192	3789	ENG20-08692715-n	ENG20-08861125-n	the 3rd planet from the sun; the planet on which we live	astronomy	3	Earth%1", world%5, globe%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"281	2488	ENG20-04042110-n	ENG20-03607786-n	a mercantile establishment for the retail sale of goods or services	building_industry	2	shop%1", store%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2169	3244	ENG20-06859884-n	ENG20-06859110-n	a violent release of energy caused by a chemical or nuclear reaction	military	3	explosion%1", detonation%1, blowup%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"840	2325	ENG20-03438403-n	ENG20-12609365-n	the stock of basic facilities and capital equipment needed for the functioning of a country or area	factotum	2	infrastructure%2", base%16, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1124	4382	ENG20-13174195-n	ENG20-00024568-n	established customary state (especially of society)	factotum	1	order%3", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1849	2267	ENG20-03199271-n	ENG20-03068033-n	a device for creating a current of air by movement of a surface or surfaces	furniture	1	fan%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24	3688	ENG20-08030730-n	ENG20-08104509-n	a region marked off for administrative or other purposes	administration	4	district%1", territory%1, territorial dominion%1, dominion%2, ,,,,,,,,,,,,,,,,,,,,,,,,
"1156	4359	ENG20-13146165-n	ENG20-13137195-n	a situation treated as an observable object	factotum	2	picture%4", scene%5, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"127	2812	ENG20-05282535-n	ENG20-05281745-n	the part of the face above the eyes	anatomy	2	brow%1", forehead%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"761	3187	ENG20-06748363-n	ENG20-06743117-n	a request	factotum	1	call%9", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3	2660	ENG20-04720988-n	ENG20-04722807-n	the particular auditory effect produced by a given cause	acoustics	1	sound%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4	2877	ENG20-05386671-n	ENG20-05381328-n	the subjective sensation of hearing something	acoustics	2	sound%2", auditory sensation%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2	3158	ENG20-06672930-n	ENG20-00028764-n	the sound made by the vibration of vocal folds modified by the resonance of the vocal tract	acoustics	5	voice%2", vocalization%1, vocalisation%1, phonation%1, vox%1, ,,,,,,,,,,,,,,,,,,,,,,,
"1	2662	ENG20-04721734-n	ENG20-04720988-n	the distinctive quality or pitch or condition of a person's speech	acoustics	1	voice%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"620	3134	ENG20-06453175-n	ENG20-06450172-n	the use of movements (especially of the hands) to communicate familiar or prearranged signals	factotum	2	gesture%2", motion%2, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"682	3119	ENG20-06373972-n	ENG20-00028764-n	any communication that encodes a message	factotum	3	signal%1", signaling%1, sign%3, ,,,,,,,,,,,,,,,,,,,,,,,,,
"808	287	ENG20-00258736-n	ENG20-00188512-n	changing to a lower state (a less respected state)	factotum	2	degradation%1", debasement%2, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2495	2678	ENG20-04770067-n	ENG20-04668899-n	the property of lacking physical or mental strength; liability to failure under pressure or stress or strain	quality	1	weakness%3", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"856	2728	ENG20-04908760-n	ENG20-04908487-n	powerlessness revealed by an inability to act	factotum	3	helplessness%1", weakness%2, impuissance%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"326	2449	ENG20-03833740-n	ENG20-04174544-n	a structure attached to the exterior of a building often forming a covered entrance	building_industry	1	porch%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"684	3693	ENG20-08041897-n	ENG20-08103697-n	any place of complete bliss and delight and peace	factotum	6	eden%1", paradise%1, nirvana%2, heaven%1, promised land%2, Shangri-la%1, ,,,,,,,,,,,,,,,,,,,,,,
"187	3925	ENG20-09337077-n	ENG20-09914482-n	a skilled worker who practices some trade or handicraft	artisanship	4	craftsman%3", artisan%1, journeyman%1, artificer%2, ,,,,,,,,,,,,,,,,,,,,,,,,
"68	3431	ENG20-07415886-n	ENG20-07408983-n	fermented juice (of grapes especially)	alimentation	2	wine%1", vino%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"33	3893	ENG20-09151371-n	ENG20-09508757-n	someone who administers a business	administration	2	administrator%1", decision maker%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1990	3948	ENG20-09456014-n	ENG20-09980937-n	a person who exercises control over workers	industry	5	foreman%1", chief%2, gaffer%3, honcho%1, boss%1, ,,,,,,,,,,,,,,,,,,,,,,,
"2351	4086	ENG20-10753257-n	ENG20-10681095-n	the force applied to a unit area of surface; measured in pascals (SI unit) or in dynes (cgs unit)	physics	3	pressure%1", pressure level%1, force per unit area%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"1119	904	ENG20-00951439-n	ENG20-00949946-n	putting in order	factotum	2	order%15", ordering%2, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"558	3325	ENG20-07021317-n	ENG20-06836234-n	a sudden large decline of business or the prices of stocks (especially one that causes additional failures)	exchange	2	crash%3", collapse%4, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"480	4474	ENG20-13655745-n	ENG20-13655621-n	inability to discharge all your debts as they come due	economy	2	bankruptcy%2", failure%6, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"521	4473	ENG20-13655621-n	ENG20-13664727-n	the lack of financial resources	economy	1	insolvency%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"364	4548	ENG20-13976848-n	ENG20-13746072-n	a substance that readily conducts e.g. electricity and heat	chemistry	1	conductor%3", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2120	2133	ENG20-02757236-n	ENG20-04354269-n	a small vessel for travel on water	merchant_navy	1	boat%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1997	2474	ENG20-03972329-n	ENG20-03784378-n	a large piece of fabric (as canvas) by means of which wind is used to propel a sailing vessel	industry	4	sail%1", canvas%5, canvass%3, sheet%8, ,,,,,,,,,,,,,,,,,,,,,,,,
"1954	3831	ENG20-08835363-n	ENG20-08839826-n	the shore of a sea or ocean	geology	4	seashore%1", coast%1, seacoast%1, sea-coast%1, ,,,,,,,,,,,,,,,,,,,,,,,,
"2803	1805	ENG20-02233507-n	ENG20-02231121-n	shallow-water echinoderms having soft bodies enclosed in thin spiny globular shells	zoology	1	sea urchin%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79	1663	ENG20-02067341-n	ENG20-04992592-n	a movable organ for flying (one of a pair)	anatomy	1	wing%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1164	561	ENG20-00587073-n	ENG20-00586216-n	use of physical or mental energy; hard work	factotum	5	effort%2", elbow grease%1, exertion%1, travail%2, sweat%4, ,,,,,,,,,,,,,,,,,,,,,,,
"656	4387	ENG20-13184963-n	ENG20-00024568-n	a state of deep-seated ill-will	factotum	3	hostility%2", enmity%1, antagonism%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"1976	868	ENG20-00915394-n	ENG20-00896193-n	the waging of armed conflict against an enemy	history	2	war%1", warfare%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1910	3794	ENG20-08703615-n	ENG20-08750552-n	the ground on which people and animals move about	geography	1	floor%4", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"293	2278	ENG20-03243815-n	ENG20-04174544-n	structure consisting of a room or set of rooms comprising a single level of a multilevel building	building_industry	4	floor%2", level%7, storey%1, story%3, ,,,,,,,,,,,,,,,,,,,,,,,,
"208	4673	ENG20-14393391-n	ENG20-14394273-n	a period of play in baseball during which each team has a turn at bat	baseball	2	inning%1", frame%4, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"857	3266	ENG20-06893057-n	ENG20-06891815-n	happening again (especially at regular intervals)	factotum	2	recurrence%1", return%7, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"381	4582	ENG20-14158767-n	ENG20-13974154-n	a compound formed by replacing hydrogen in an acid by a metal (or a radical that acts like a metal)	chemistry	1	salt%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1796	2230	ENG20-03119068-n	ENG20-03293872-n	a one-piece garment for a woman; has skirt and bodice	fashion	2	dress%1", frock%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2380	497	ENG20-00477638-n	ENG20-00477101-n	a checkerboard game for two players who each have 12 pieces; the object is to jump over and so capture the opponent's pieces	play	2	checkers%1", draughts%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"877	649	ENG20-00687161-n	ENG20-00676927-n	a duty that you are assigned to perform (especially in the armed forces)	factotum	2	assignment%1", duty assignment%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1991	2262	ENG20-03189674-n	ENG20-00019244-n	artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers	industry	4	fabric%1", cloth%1, material%4, textile%1, ,,,,,,,,,,,,,,,,,,,,,,,,
"2352	4078	ENG20-10733600-n	ENG20-10682972-n	(physics) electromagnetic radiation that can produce a visual sensation	physics	3	light%1", visible light%1, visible radiation%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"2251	4052	ENG20-10077346-n	ENG20-10084064-n	a married woman; a man's partner in marriage	person	2	wife%1", married woman%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2255	3503	ENG20-07587703-n	ENG20-07692741-n	a social unit living together	person	5	family%1", household%1, house%4, home%7, menage%1, ,,,,,,,,,,,,,,,,,,,,,,,
"708	3692	ENG20-08037383-n	ENG20-08036846-n	where you live at a particular time	factotum	2	home%1", place%7, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2101	4427	ENG20-13475106-n	ENG20-13250489-n	any physical damage to the body caused by violence or accident or fracture etc.	medicine	4	injury%1", hurt%1, harm%1, trauma%1, ,,,,,,,,,,,,,,,,,,,,,,,,
"2741	2142	ENG20-02795660-n	ENG20-04174544-n	a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.	transport	2	bridge%1", span%5, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"39	3686	ENG20-08024990-n	ENG20-08103697-n	a region created by territorial division for the purpose of local government	administration	1	county%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34	3940	ENG20-09424359-n	ENG20-09151371-n	a person responsible for the administration of a business	administration	2	executive%1", executive director%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"821	138	ENG20-00090828-n	ENG20-00032816-n	the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it	factotum	4	performance%2", execution%2, carrying out%2, carrying into action%1, ,,,,,,,,,,,,,,,,,,,,,,,,
"524	4065	ENG20-10704862-n	ENG20-10709946-n	a flow of electricity through a conductor	electricity	2	current%1", electric current%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2552	4458	ENG20-13621169-n	ENG20-13156245-n	a state of shame or disgrace	sociology	2	dishonor%1", dishonour%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"665	4395	ENG20-13192715-n	ENG20-13192345-n	the state of being sad	factotum	3	sadness%2", sorrow%4, sorrowfulness%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"241	2200	ENG20-03000108-n	ENG20-04275453-n	a toiletry designed to beautify the body	body_care	2	cosmetic%1", cosmetics%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"741	3200	ENG20-06765728-n	ENG20-06765358-n	an expression of grievance or resentment	factotum	1	complaint%3", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1966	2293	ENG20-03320236-n	ENG20-03320986-n	golf equipment used by a golfer to hit a golf ball	golf	3	golf club%2", golf-club%1, club%5, ,,,,,,,,,,,,,,,,,,,,,,,,,
"1166	2703	ENG20-04837205-n	ENG20-04836174-n	the property resulting from being or relating to the greater in number of two parts; the main part	factotum	2	majority%1", bulk%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"631	2963	ENG20-05577029-n	ENG20-05473476-n	the choicest or most essential or most vital part of some idea or experience	factotum	15	kernel%3", substance%3, core%4, center%5, essence%1, gist%2, heart%5, heart and soul%1, inwardness%1, marrow%5, meat%3, nub%3, pith%2, sum%4, nitty-gritty%1, ,,,,,,,,,,,,,
"1920	3826	ENG20-08820496-n	ENG20-08854154-n	a large natural stream of water (larger than a creek)	geography	1	river%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"497	3900	ENG20-09191543-n	ENG20-09019701-n	a person who joins with others in some activity	economy	1	associate%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"892	4279	ENG20-13029937-n	ENG20-13028617-n	anything that belongs to a set or class	factotum	1	member%4", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"566	2504	ENG20-04148940-n	ENG20-04190527-n	support consisting of a place to rest the foot while ascending or descending a stairway	factotum	2	step%4", stair%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"833	53	ENG20-00030589-n	ENG20-00032816-n	the action of accomplishing something	factotum	2	accomplishment%1", achievement%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1949	3797	ENG20-08708989-n	ENG20-00017087-n	(geology) the geological features of the earth	geology	2	geological formation%1", formation%5, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2047	3044	ENG20-05950938-n	ENG20-06583822-n	a line of text serving to indicate what the passage below it is about	linguistics	3	heading%1", header%1, head%23, ,,,,,,,,,,,,,,,,,,,,,,,,,
"2745	2425	ENG20-03748155-n	ENG20-04387207-n	a way through or along which someone or something may pass	transport	1	passage%3", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"647	93	ENG20-00053313-n	ENG20-00037919-n	the act of going out	factotum	1	exit%3", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"896	3505	ENG20-07610417-n	ENG20-07610882-n	the descendants of one individual	factotum	13	lineage%1", line%17, line of descent%2, descent%6, bloodline%1, blood line%1, blood%2, pedigree%1, ancestry%1, origin%5, parentage%3, stemma%2, stock%6, ,,,,,,,,,,,,,,,
"200	3820	ENG20-08805024-n	ENG20-08664330-n	any of the celestial bodies (other than comets or satellites) that revolve around the sun in the solar system	astronomy	1	planet%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"231	3966	ENG20-09545741-n	ENG20-00003226-n	a single organism	biology	1	individual%2", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"374	4545	ENG20-13959187-n	ENG20-13751474-n	an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range	chemistry	1	steel%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2506	2160	ENG20-02854760-n	ENG20-04398733-n	a wheeled vehicle adapted to the rails of railroad	railway	4	car%2", railcar%1, railway car%1, railroad car%1, ,,,,,,,,,,,,,,,,,,,,,,,,
"2160	2050	ENG20-02610916-n	ENG20-04388712-n	projectiles to be fired from a gun	military	2	ammunition%1", ammo%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2167	883	ENG20-00929124-n	ENG20-00914938-n	the act of firing weapons or artillery at an enemy	military	2	fire%3", firing%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"196	3588	ENG20-07771273-n	ENG20-07470940-n	(astronomy) a collection of star systems; any of the billions of systems each having many stars and nebulae and dust	astronomy	2	galaxy%3", extragalactic nebula%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"319	2339	ENG20-03485400-n	ENG20-03951013-n	a room equipped for preparing meals	building_industry	1	kitchen%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"683	3237	ENG20-06854630-n	ENG20-06836234-n	the event of something burning (often destructive)	factotum	1	fire%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1935	4552	ENG20-13997974-n	ENG20-13746072-n	the loose soft material that makes up a large part of the land surface	geology	2	earth%2", ground%3, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1902	3802	ENG20-08750552-n	ENG20-00016236-n	the solid part of the earth's surface	geography	6	land%3", dry land%1, earth%3, ground%1, solid ground%1, terra firma%1, ,,,,,,,,,,,,,,,,,,,,,,
"52	803	ENG20-00861982-n	ENG20-00861448-n	the practice of cultivating the land or raising stock	agriculture	3	farming%1", agriculture%2, husbandry%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"510	4134	ENG20-12495446-n	ENG20-12491939-n	the land on which real estate is located	economy	1	land%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"223	3949	ENG20-09461131-n	ENG20-09672700-n	a person or animal that is markedly unusual or deformed	biology	4	freak%1", monster%3, monstrosity%1, lusus naturae%1, ,,,,,,,,,,,,,,,,,,,,,,,,
"745	3722	ENG20-08087842-n	ENG20-08103697-n	the region that is outside of something	factotum	2	outside%1", exterior%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1948	3846	ENG20-08856787-n	ENG20-08066770-n	the outermost level of the land or sea	geology	2	surface%3", Earth's surface%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"881	2599	ENG20-04482272-n	ENG20-04481540-n	physical appearance	factotum	1	look%3", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"315	2429	ENG20-03752380-n	ENG20-02641332-n	usually paved outdoor area adjoining a residence	building_industry	2	patio%1", terrace%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1112	55	ENG20-00031905-n	ENG20-00030589-n	a notable achievement	factotum	4	deed%1", feat%1, effort%4, exploit%1, ,,,,,,,,,,,,,,,,,,,,,,,,
"365	2675	ENG20-04765664-n	ENG20-04896629-n	(chemistry) a property of atoms or radicals; their combining power given in terms of the number of hydrogen atoms (or the equivalent)	chemistry	2	valence%2", valency%3, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1895	3425	ENG20-07376222-n	ENG20-07369961-n	a solid food prepared from the pressed curd of milk	gastronomy	1	cheese%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2195	4182	ENG20-12628464-n	ENG20-12627781-n	money in the form of bills or coins	money	3	cash%1", hard cash%1, hard currency%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"1178	3123	ENG20-06378334-n	ENG20-06388518-n	an individual instance of a type of symbol	factotum	2	token%1", item%5, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2789	1189	ENG20-01248804-n	ENG20-01248405-n	young of any of various canines such as a dog or wolf	zoology	2	pup%1", whelp%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"824	780	ENG20-00840432-n	ENG20-00389883-n	activity leading to skilled behavior	factotum	3	training%1", preparation%6, grooming%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"181	2244	ENG20-03163587-n	ENG20-03063796-n	special design or visual object representing a quality", type, group," etc.	art	1	emblem%1", ,,,,,,,,,,,,,,,,,,,,,,,,
"2165	2148	ENG20-02826514-n	ENG20-02853224-n	a car driven by a person whose job is to take passengers where they want to go in exchange for money	military	4	cab%3", hack%5, taxi%1, taxicab%1, ,,,,,,,,,,,,,,,,,,,,,,,,
"541	800	ENG20-00860242-n	ENG20-00859333-n	production of a certain amount	enterprise	2	output%2", yield%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011	3978	ENG20-09619873-n	ENG20-09008850-n	a person who makes things	industry	2	maker%1", shaper%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1993	3985	ENG20-09627477-n	ENG20-09619873-n	someone who manufactures something	industry	2	manufacturer%2", producer%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"407	2378	ENG20-03608510-n	ENG20-02965274-n	commodities offered for sale	commerce	3	merchandise%1", wares%1, product%1, ,,,,,,,,,,,,,,,,,,,,,,,,,
"697	2454	ENG20-03856368-n	ENG20-03015859-n	an artifact that has been created by someone or some process	factotum	2	product%2", production%4, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"130	2735	ENG20-04924597-n	ENG20-04919813-n	a particular complex anatomical structure	anatomy	5	structure%4", anatomical structure%1, complex body part%1, bodily structure%1, body structure%1, ,,,,,,,,,,,,,,,,,,,,,,,
"1926	3684	ENG20-08020802-n	ENG20-08050136-n	any of the regions of the surface of the Earth loosely divided according to latitude or longitude	geography	2	zone%2", geographical zone%1, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"1928	3771	ENG20-08156872-n	ENG20-08050136-n	a circumscribed geographical region characterized by some distinctive features	geography	1	zone%1", ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1171	2181	ENG20-02948231-n	ENG20-03009582-n	a thin layer covering something	factotum	2	coating%1", coat%2, ,,,,,,,,,,,,,,,,,,,,,,,,,,
"686	2476	ENG20-03994951-n	ENG20-03009582-n	a covering that serves to conceal or shelter something	factotum	4	screen%4", cover%1, covert%2, concealment%2, ,,,,,,,,,,,,,,,,,,,,,,,,
"863	2187	ENG20-02969437-n	ENG20-03746082-n	an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system	factotum	3	component%3", constituent%1, element%3, ,,,,,,,,,,,,,,,,,,,,,,,,,
